1344,秀逗魔导士GORGEOUS,,1998年8月1日 ,,7.3,87人
1345,机动战士高达独角兽 RE:0096,22话 , 2016年4月3日 , 古橋一浩 、 福井晴敏 、,7.3,430人
1346,大雄的南海大冒险,,1998年3月7日 ,,7.3,121人
1347,天地无用! 魉皇鬼 第2期,7话 , 1994年9月25日 ,,7.3,56人
1348,饮湖上初晴后雨,1话 , 2017年10月10日 , 彭擎政 、 彭擎政、张珑膑 、,7.3,59人
1349,军火女王 PERFECT ORDER,12话 , 2012年10月9日 ,,7.3,1791人
1350,逮捕令 Special,21话 , 1999年3月29日 ,,7.3,54人
1351,火影忍者疾风传,500话 , 2007年2月15日 , 伊達勇登(第1话-第479话)、小林治(第480话-第483话)、今千秋(第484话-第488话)、渡部穏寛(第489话-第493话)、むらた雅彦(第494话-第500话) 、,7.3,1975人
1352,天方魔谭MAGI 第二季,25话 , 2013年10月6日 ,,7.2,981人
1353,星舰驾驶员,13话 , 2005年1月5日 ,,7.3,168人
1354,魔女猎人罗宾,26话 , 2002年7月2日 ,,7.3,223人
1355,四驱兄弟WGP,51话 , 1997年1月6日 ,,7.3,517人
1356,幻想万华镜 永夜异变之章,4话 , 2016年12月29日 ,,7.3,190人
1357,大雄与动物行星,,1990年3月10日 ,,7.3,127人
1358,偶像活动Stars,50话 , 2016年4月7日 ,,7.3,67人
1359,鬼牌游戏,12话 , 2016年4月5日 , 野村和也 、 柳広司 「ジョーカー・ゲーム」シリーズ（角川文庫・KADOKAWA刊） 、,7.2,1487人
1360,错误404：你所寻找的动画不存在,1话 , 2011.9.6 ,,7.3,263人
1361,玉响～more aggressive～ OVA,1话 , 2014年6月7日 ,,7.3,194人
1362,秀逗魔导士PREMIUM,,2001年12月22日 ,,7.3,80人
1363,路人女主的养成方法,13话 , 2015年1月8日 ,,7.3,4606人
1364,我叫MT 第一季,10话 , 2009-07-09 , 核桃 、 魔兽世界 、,7.3,461人
1365,美少女战士S 竹取公主的恋人,,1994-12-04 , 芝田浩樹 、 武内直子 、 香川久 、,7.3,58人
1366,剧场版 超时空要塞F 恋离飞翼,1话 , 2011年2月26日 , 河森正治 、 河森正治 、,7.2,963人
1367,十字路口,1话 , 2014年2月25日 , 新海誠 、,7.2,795人
1368,哆啦A梦 大雄与风之使者,,2003年3月8日 , 芝山努 、 藤子・F・不二雄 、,7.3,179人
1369,足球小将,128话 , 1983年10月13日 ,,7.3,697人
1370,爆炸头武士,5话 , 2007年1月4日 ,,7.3,397人
1371,京骚戏画,5话 , 2012年8月31日 ,,7.2,824人
1372,请问您今天要来点兔子吗？？～Dear My Sister～,1话 , 2017年11月11日 , Koi（芳文社「まんがタイムきららMAX」連載） 、,7.2,433人
1373,大雄的大魔境,1话 , 1982年3月13日 ,,7.2,157人
1374,夜樱四重奏 花之歌,13话 , 2013年10月6日 ,,7.2,754人
1375,绿林寮,6话 , 1991年11月22日 , 那州雪絵（白泉社「花とゆめ」） 、 後藤真砂子 、,7.3,67人
1376,名侦探柯南 引爆摩天楼,1话 , 1997年4月19日 , こだま兼嗣 、 青山剛昌 、 須藤昌朋 、,7.2,1747人
1377,精灵宝可梦XY&Z,47话 , 2015年10月29日 , 矢嶋哲生、冨安大貴（第124、141、142话） 、,7.3,250人
1378,人鱼之伤,1话 , 1993年9月24日 , 浅香守生 、 高橋留美子 、 高橋久美子 、,7.3,55人
1379,甜甜私房猫 OAD,1话 , 2010年4月23日 , 增原光幸 、,7.3,58人
1380,黄金神威,12话 , 2018年4月9日 , 難波日登志 、 野田サトル（集英社「週刊ヤングジャンプ」連載） 、 大貫健一 、,7.2,562人
1381,樱花大战 轰华绚烂,6话 , 1999年12月18日 , 広井王子 、,7.3,74人
1382,恋爱暴君,2话 , 2010年6月25日 , 川久保圭史 、 高永ひなこ（海王社／GUSH COMICS） 、 広田知子 、,7.3,483人
1383,葫芦兄弟第二部,6话 , 1989 , 胡进庆 、 沈祖慰 、 葛桂云 、,7.2,437人
1384,怪物家族,10话 , 2011-4 ,,7.3,91人
1385,花丸幼稚园,12话 , 2010年1月10日 , 水島精二 、 勇人 、 大塚舞 、,7.2,1555人
1386,我的妹妹哪有这么可爱！,16话 , 2010年10月3日 , 神戸洋行 、 伏見つかさ 、 織田広之 、,7.2,6505人
1387,变相怪杰,55话 , 1995-08-12 ,,7.3,58人
1388,FREEDOM,7话 , 2006年11月24日 ,,7.3,91人
1389,寻宝的暑假,3话 , ,,7.2,163人
1390,鲁邦三世：血之刻印 永远的Mermaid,1话 , 2011年12月02日 ,,7.3,55人
1391,南方公园 第21季,10话 , 2017-09-13 ,,7.3,52人
1392,银魂. 银之魂篇,12话 , 2018年1月7日 ,,7.3,318人
1393,死亡台球,1话 , 2013年3月2日 , 立川譲 、 栗田新一 、,7.2,924人
1394,Fate/Zero Remix,2话 , 2012年3月25日 , 虚淵玄(Nitro+)、TYPE-MOON 、,7.2,567人
1395,骑乘挑战,1话 , 1989年2月22日 ,,7.2,102人
1396,四月是你的谎言 OAD,1话 , 2015年5月15日 ,,7.2,711人
1397,野良神 ARAGOTO,13话 , 2015年10月2日 , タムラコータロー 、 あだちとか 、,7.2,2327人
1398,彼女×彼女×彼女 ～和三姐妹心跳的共同生活～,3话 , 2009年12月25日 ,,7.2,751人
1399,冰上的尤里,12话 , 2016年10月5日 , 山本沙代 、,7.2,1194人
1400,科拉传奇 第二季：神灵,14话 , 2013年9月13日 ,,7.2,102人
1401,初夜,1话 , 2001年6月25日 ,,7.2,128人
1402,我的青春恋爱物语果然有问题 OVA,1话 , 2013年9月19日 , 渡航 、,7.2,1591人
1403,魔法使的新娘 等待繁星之人,3话 , 2016年9月10日 , ヤマザキコレ（マッグガーデン刊） 、,7.2,462人
1404,暗杀教室,22话 , 2015年1月9日 ,,7.2,3106人
1405,爱丽丝梦游仙境,,1951 ,,7.3,72人
1406,迷宫物语,3话 , 1989年4月15日 ,,7.2,146人
1407,青之6号,4话 , 1998年10月25日 ,,7.2,422人
1408,机动战士高达 MS IGLOO 默示录0079,3话 , 2006年4月26日 , 今西隆志 、 富野由悠季 、,7.2,376人
1409,超级无敌掌门狗：月球野餐记,,1989(英国短片电影节) , 1990-12-24(英国) 、 Nick Park 、,7.3,56人
1410,鬼公子炎魔,4话 , 2006年8月25日 , 神戸守 、 永井豪 、 小丸敏之 、,7.3,86人
1411,大江户火箭,26话 , 2007年4月3日 ,,7.3,58人
1412,战栗杀机,24话 , 2018年7月5日 , 内海紘子 、 吉田秋生「BANANA FISH」（小学館 フラワーコミックス刊） 、 林明美 、,7.2,152人
1413,电波系彼女,2话 , 2009年5月1日 , 神戸守 、 片山憲太郎 、 田中ちゆき 、,7.2,776人
1414,BLOOD+,50话 , 2005年10月8日 , Production I.G、Aniplex 、 箸井地図 、,7.2,817人
1415,蜡笔小新 呼风唤雨！光荣的烤肉之路,,2003-04-19 , 水島努 、 臼井儀人 、 末吉裕一郎 、,7.3,72人
1416,彩虹小马 小马国女孩,,2013-06-15 (美国洛杉矶电影节) ,,7.2,54人
1417,擅长捉弄的高木同学,12话 , 2018年1月8日 , 赤城博昭 、 山本崇一朗「からかい上手の高木さん」（小学館「ゲッサン」連載中） 、 高野綾 、,7.2,1288人
1418,颠倒的帕特玛 初始之日,4话 , 2012年2月25日 , 吉浦康裕 、,7.2,299人
1419,无颜之月,5话 , 2001年12月8日 ,,7.2,760人
1420,大雄与龙之骑士,,1987年3月14日 ,,7.2,167人
1421,宝莲灯,1话 , 1999-01-01 , 常光希 、,7.2,1115人
1422,时间飞船,61话 , 1975-10-04 ,,7.2,51人
1423,我们的存在,26话 , 2006年7月5日 , 大地丙太郎 、 小畑友紀 、,7.2,659人
1424,偶像大师 SideM,13话 , 2017年10月7日 , 原田孝宏・黒木美幸 、 田中裕介・飯塚晴子 、,7.2,227人
1425,大雄和发条都市,,1997年3月8日 ,,7.2,105人
1426,魔法少女姐妹优优与宁宁,,2013年12月28日 ,,7.2,163人
1427,无头骑士异闻录×2 转,12话 , 2015年7月4日 , 大森貴弘 、 成田良悟 、,7.2,1722人
1428,血界战线 & BEYOND OAD,1话 , 2018年7月4日 , 内藤泰弘 (集英社 ジャンプ コミックス刊) 、,7.2,117人
1429,轻声密语,13话 , 2009年10月7日 , 菅沼栄治 、 いけだ たかし（月刊コミックアライブ連載／メディアファクトリー刊） 、,7.2,460人
1430,我家也有外星人,13话 , 2000年4月26日 , 佐藤卓哉 、 安倍吉俊 、,7.2,150人
1431,东之伊甸 剧场版II Paradise Lost,1话 , 2010年3月13日 , 神山健治 、 神山健治 、 森川聡子 、,7.2,1296人
1432,哆啦A梦：大雄的宇宙漂流记,,1999年3月6日 ,,7.2,163人
1433,皇家国教骑士团外传：THE DAWN,3话 , 2011年7月27日 , 殿胜秀树 、,7.2,335人
1434,秦时明月之夜尽天明,18话 , 2008年7月17日 , 沈乐平 、 温世仁 、,7.2,561人
1435,丁丁历险记第一季,13话 , 1991-10-02 , Stéphane Bernasconi 、,7.2,91人
1436,黑子的篮球,25话 , 2012年4月7日 , 藤巻忠俊 、,7.2,2831人
1437,炎之蜃气楼～水际的反逆者～,3话 , 2004年7月28日 , 室井ふみえ 、 桑原水菜 、 室井ふみえ 、,7.2,67人
1438,.hack//世界的彼方,,2012年1月21日 , 松山洋 、 細川誠一郎、拓、竹田奈央、田中優、藤本美樹、湯之上司、toi8、尾崎智美 、,7.2,219人
1439,小鹿斑比,,1942年8月21日 , Supervising director：David Hand Sequence directors：James Algar 、Samuel Armstrong 、Graham Heid 、Bill Roberts 、Paul Satterfield 、Norman Wright 、,7.2,84人
1440,漂流武士,12话 , 2016年10月7日 , 鈴木健一 、 平野耕太 、,7.2,646人
1441,Fate/stay night,24话 , 2006年1月6日 , 山口祐司 、 TYPE-MOON 、 石原恵治 、,7.2,5739人
1442,信长的忍者 伊势·金崎篇,26话 , 2017年4月7日 , 重野なおき 、,7.2,309人
1443,和殿下一起,1话 , 2010年3月25日 , まんきゅう 、 大羽快 、,7.2,244人
1444,花仙子,50话 , 1979年2月9日 ,,7.2,241人
1445,GOSICK,24话 , 2011年1月7日 , 難波日登志 、 桜庭一樹 、 川元利浩・富岡隆司 、,7.2,3949人
1446,幼女战记,12话 , 2017年1月6日 , カルロ・ゼン 、,7.2,1210人
1447,一周的朋友。,12话 , 2014年4月6日 , 葉月抹茶 、,7.2,2379人
1448,UN-GO,11话 , 2011年10月13日 , 水島精二 、,7.2,2097人
1449,饿沙罗鬼,25话 , 1998年10月4日 , 高橋良輔 、,7.2,83人
1450,机动警察迷你版,,2002年3月30日 ,,7.2,77人
1451,她和她的猫,1话 , 1999年 ,,7.2,1400人
1452,七武士,26话 , 2004年6月12日 ,,7.2,313人
1453,科学超电磁炮 OVA,1话 , 2010年10月29日 , 田中雄一 、,7.2,2401人
1454,Fate/kaleid liner 魔法少女☆伊莉雅 2wei Herz!,10话 , 2015年7月24日 ,,7.2,1345人
1455,超级无敌掌门狗之世纪大骗兔,,2005年10月14日 , Nick Park 、 Steve BOX 、,7.2,81人
1456,哆啦A梦 新‧大雄的宇宙开拓史,,2009年3月7日 , 腰繁男 、 藤子·F·不二雄 、,7.2,196人
1457,亚人 -冲突-,1话 , 2016年5月6日 ,,7.2,192人
1458,无头骑士异闻录×2 结,12话 , 2016年1月9日 , 大森貴弘 、 成田良悟 、,7.2,1398人
1459,罗马浴场,3话 , 2012年1月12日 , ヤマザキマリ 、,7.2,956人
1460,怪物之子,1话 , 2015年7月11日 , 細田守 、 細田守 、 細田守、山下高明、伊賀大介 、,7.2,1154人
1461,阿茹茉妮,1话 , 2014年3月1日 , 吉浦康裕 、 板垣敦 、,7.2,784人
1462,光速蒙面侠21,145话 , 2005年4月6日 , 村田雄介 、 高谷浩利 、,7.2,188人
1463,千子,,2009年7月28日 ,,7.2,747人
1464,NOIR,26话 , 2001年4月5日 , 真下耕一 、 月村了衛 、 菊地洋子、芝美奈子、宮地聡子 、,7.2,549人
1465,死亡游行,12话 , 2015年1月9日 ,,7.2,1608人
1466,机动战士高达 第08MS小队 三次元的战斗,1话 , 2013年2月22日 ,,7.2,313人
1467,某人的目光,1话 , 2013年2月10日 ,,7.2,751人
1468,大雄与银河超特急,1话 , 1996年3月2日 ,,7.2,109人
1469,Just Because!,12话 , 2017年10月5日 ,,7.2,1384人
1470,迷你偶像,64话 , 2013年1月1日 ,,7.2,441人
1471,玛利亚狂热 ALIVE,12话 , 2011年4月7日 , 新房昭之 、 遠藤海成 、 守岡英行 、,7.2,1487人
1472,猫眼女枪手,3话 , 1995年11月1日 ,,7.2,84人
1473,樱花大战 樱华绚烂,4话 , 1997年12月18日 , 広井王子 、,7.2,100人
1474,出包王女Darkness 2nd,14话 , 2015年7月6日 ,,7.2,861人
1475,最游记外传,3话 , 2011年3月25日 , 葛谷直行 、 峰倉かずや 、 原田峰文 、,7.2,157人
1476,八犬传-东方八犬异闻- 第二季,13话 , 2013年7月7日 , 山﨑みつえ 、 あべ美幸 、,7.2,536人
1477,信蜂 ～光与蓝的幻想夜话～,1话 , 2009年1月31日 , 神戸守 、 浅田弘幸 、 芝美奈子 、,7.2,308人
1478,数码暴龙X进化 第十三号的皇家骑士,1话 , 2005年1月3日 , 角銅博之 、,7.2,287人
1479,纯情罗曼史 OAD,2话 , 2012年12月20日 , 今千秋 、,7.2,169人
1480,人鱼之森,1话 , 1991年8月16日 , 水谷貴哉 、 高橋留美子 、 一石小百合 、,7.2,66人
1481,风灵玉秀,,2017年4月1日 , DDF 、 DDF 、,7.2,112人
1482,沉默的未知,26话 , 2000年10月5日 , 片山一良 、 矢立肇 、 村瀬修功 、,7.2,130人
1483,冰川时代,1话 , 2002年3月15日 , 卡洛斯·沙尔丹哈 、 克里斯·韦奇 、,7.2,486人
1484,精灵世纪,104话 , 2006 ,,7.2,86人
1485,百日红,1话 , 2015年5月9日 ,,7.2,174人
1486,美女与野兽,1话 , 1991年11月22日 , 加里·特洛斯达勒 、 柯克·维斯 、,7.2,299人
1487,天使之卵,1话 , 1985年12月22日 , 押井守 、 押井守 、 天野喜孝 、,7.2,254人
1488,夜樱四重奏 月之泣,3话 , 2013年10月9日 , りょーちも 、 ヤスダスズヒト 、 りょーちも 、,7.2,207人
1489,超自然9人组,12话 , 2016年10月8日 , イシグロキョウヘイ 、 志倉千代丸(オーバーラップ文庫刊) 、,7.2,2046人
1490,三个和尚,,1980 , 徐景达、马克宣 、,7.2,409人
1491,Fate/Prototype,1话 , 2011年12月31日 ,,7.2,1201人
1492,相思,1话 , 2016年12月23日 , 彭擎政 、,7.2,74人
1493,岸边露伴一动不动 六壁坂,1话 , 2018年7月19日 , 荒木飛呂彦 、,7.2,56人
1494,雷顿教授与永远的歌姬,1话 , 2009-12-19 , 橋本昌和 、 レベルファイブ 、 杉光登 、,7.2,315人
1495,+模型姐妹,12话 , 2012年8月22日 , 水島努 、 栗井茶（掲載「ヤングガンガン」スクウェア・エニックス刊） 、 木野下澄江 、,7.2,752人
1496,天地无用!,26话 , 1995年4月2日 , ねぎしひろし 、 梶島正樹 、 堀内博之 、,7.2,287人
1497,秀逗魔导士 剧场版,1话 , 1995年8月5日 ,,7.2,137人
1498,宇宙战舰大和号2202 爱的战士们 第一章,2话 , 2017年2月25日 , 羽原信義 、 西崎義展 、 結城信輝 、,7.2,88人
1499,机动战士高达MS IGLOO 一年战争秘录,3话 , 2004年7月19日 , 今西隆志 、 富野由悠季 、,7.2,390人
1500,剧场版 超时空要塞F 虚空歌姬,1话 , 2009年11月21日 , 河森正治 、 河森正治、スタジオぬえ 、 江端里沙、高橋裕一 、,7.2,1116人
1501,歌唱秀,1话 , 2016年12月21日 , Garth Jennings 、,7.2,62人
1502,恶魔阿萨谢尔在召唤你 海葵篇,1话 , 2014年6月23日 ,,7.2,431人
1503,To Heart,13话 , 1999年4月1日 , 高橋ナオヒト 、 AQUAPLUS（アクアプラス） 、,7.2,261人
1504,白色相簿2,13话 , 2013年10月5日 ,,7.2,2561人
1505,龙珠改 魔人布欧篇,61话 , 2014年4月6日 ,,7.2,288人
1506,记录的地平线 第二季,25话 , 2014年10月4日 ,,7.2,1684人
1507,仓鼠管家,24话 , 1999年8月1日 , 森脇真琴 、 伊藤理佐 、 大橋幸子 、,7.2,88人
1508,侵略！？乌贼娘,12话 , 2011年9月27日 , 山本靖貴 、 安部真弘（秋田書店「週刊少年チャンピオン」連載） 、,7.2,2186人
1509,爱丽丝学园,27话 , 2004年10月30日 , 大森貴弘 、 樋口橘“学園アリス”(连载于“花とゆめ”（白泉社）) 、 伊藤良明 、,7.2,753人
1510,钻石王牌 OAD,3话 , 2014年11月17日 , 浜名孝行 、 植田実 、,7.2,62人
1511,海贼王 沙漠的王女与海贼们,1话 , 2007年3月3日 , 今村隆寛 、 尾田荣一郎 、,7.2,432人
1512,91天,13话 , 2016年7月8日 , 鏑木ひろ 、 ヴァネッティファミリー 、 岸友洋 、,7.2,831人
1513,我们的仙境～Heartful days,26话 , 2005年1月9日 , 木村真一郎 、 小島あきら 、 藤井昌宏 、,7.2,109人
1514,海贼王 祭典男爵与神秘岛,1话 , 2005年3月4日 ," 細田守 、 尾田栄一郎 、 すしお , 山下高明 , 久保田誓 、",7.2,408人
1515,文子的告白,1话 , 2009年11月9日 , 石田祐康 、,7.2,501人
1516,最终兵器彼女 Another love song,2话 , 2005年8月5日 , 加瀬充子 、 高橋しん 、,7.2,333人
1517,黑社会的超能力女儿,12话 , 2018年4月6日 , 及川啓 、 大武政夫「ヒナまつり」（ハルタ 、 KADOKAWA） 、 神本兼利 、,7.2,2022人
1518,结城友奈是勇者 -鹫尾须美之章- 第3章 约定,,2017年7月8日 ,,7.2,349人
1519,偶像大师 闪耀祭典,3话 , 2012年10月25日 , バンダイナムコゲームス 、,7.2,497人
1520,无头骑士异闻录×2 承 我的心是火锅的形状,1话 , 2015年5月30日 , 大森貴弘 、 成田良悟 、,7.2,525人
1521,水脑袋,1话 , 2009-06-15 , 周坚锐 、 国人原创 、,7.2,83人
1522,偶像活动 第二年,51话 , 2013年10月3日 , 木村隆一 、 サンライズ 、 やぐちひろこ 、,7.2,67人
1523,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,10话 , 2014年7月9日 ,,7.2,1627人
1524,悬崖上的金鱼姬,,2008年7月19日 , 宮崎駿 、,7.2,1452人
1525,天空之艾斯嘉科尼,26话 , 1996年4月2日 , 赤根和樹 、 矢立肇､河森正治 、 結城信輝 、,7.2,131人
1526,天降之物f,12话 , 2010年10月1日 , 斎藤久 、 水無月すう（月刊「少年エース」連載、角川コミックス・エース刊） 、 渡邊義弘 、,7.2,2421人
1527,女神异闻录3 剧场版 第四章 重生之冬,1话 , 2016年1月23日 , 「ペルソナ3」（アトラス） 、,7.2,154人
1528,闪灵二人组,49话 , 2002年10月5日 , 古橋一浩、元永慶太郎 、 青樹佑夜（亜樹直）、綾峰欄人 (「週刊少年マガジン」) 、 中嶋敦子 、,7.2,662人
1529,蓝海少女 第二季,12话 , 2018年4月7日 , 佐山聖子 、 天野こずえ（ブレイドコミックス／マッグガーデン刊） 、 伊東葉子 、,7.2,119人
1530,偶像活动 第四年,26话 , 2015年10月1日 ,,7.2,52人
1531,三叶草,1话 , 1999年8月21日 , 高坂希太郎 、 結城信輝 、,7.2,157人
1532,爱你宝贝,26话 , 2004年4月3日 , 奥脇雅晴 、 槙ようこ 、 須藤昌朋、山中純子 、,7.2,120人
1533,阿拉蕾,243话 , 1981年4月8日 , 前田实 、,7.2,148人
1534,魔力女管家特别篇 我回来了◆欢迎回来,2话 , 2009年10月17日 , 佐伯昭志 、 中山文十郎 ／ ぢたま（某） 、,7.2,307人
1535,X战记,25话 , 2001年10月3日 , 川尻善昭 、 CLAMP 、 兼森義則 、,7.2,581人
1536,守望先锋：双龙,,2016年5月16日 ,,7.2,108人
1537,四驱兄弟,51话 , 1996年1月8日 , 越田哲弘 、,7.2,1311人
1538,光之美少女 Splash Star 滴答危机一发,,2006年12月9日 , 志水淳児 、 稲上晃 、,7.2,57人
1539,无责任舰长,26话 , 1993年1月25日 , 真下耕一 、 吉岡平 、 平田智浩 、,7.2,65人
1540,小美人鱼,,1989-11-14 ,,7.2,136人
1541,天狼 Sirius the Jaeger,12话 , 2018年7月12日 , Project SIRIUS 、 松浦麻衣、佐古宗一郎 、,7.2,356人
1542,图书馆战争,13话 , 2008年4月10日 , 浜名孝行 、 有川浩 、,7.2,1308人
1543,Code Geass 反叛的鲁路修 暗黑的背叛,1话 , 2008年2月22日 ,,7.2,216人
1544,声之形,1话 , 2016年9月17日 , 山田尚子 、 大今良時（講談社コミックス刊） 、 西屋太志 、,7.2,2710人
1545,破刃之剑 第四章 惨祸之地,1话 , 2010年10月30日 , 羽原信義 、 吉永裕ノ介 、 乘田拓茂 、,7.2,645人
1546,横滨购物纪行 -Quiet Country Cafe-,2话 , 2002年12月18日 ,,7.2,144人
1547,功夫料理娘,1话 , 2011-06-04 ,,7.2,221人
1548,元气少女缘结神◎,12话 , 2015年1月5日 ,,7.2,731人
1549,家有贱狗,40话 , 1993-10-04 ,,7.2,129人
1550,龙珠Z 复活！悟空与贝吉塔的合体,,1995年3月4日 ,,7.2,140人
1551,秀逗魔导士GREAT,,1997年8月2日 ,,7.2,58人
1552,鸭子侦探,26话 , 2000年9月1日 , Robert M. Quackenbush 、,7.2,424人
1553,光之美少女 Splash Star,49话 , 2006年2月5日 ,,7.2,104人
1554,黑执事 马戏团篇,10话 , 2014年7月10日 , 阿部記之 、 枢やな 、,7.2,793人
1555,我的女神 战斗之翼,2话 , 2007年12月8日 , 合田浩章 、 松原秀典 、,7.2,179人
1556,魔动王,41话 , 1989年4月7日 , 矢立肇、広井王子（連載誌：『てれびくん』） 、,7.2,599人
1557,鬼灯的冷彻 第二季 其之二,13话 , 2018年4月7日 , 米田和弘 、 江口夏実（講談社「モーニング」連載） 、,7.2,314人
1558,超魔神英雄传,51话 , 1997年10月2日 , 井内秀治 、 矢立肇、広井王子、井内秀治 、,7.2,431人
1559,光之美少女全明星 New Stage3 永远的朋友,,2014年3月15日 ,,7.2,100人
1560,逮捕令 剧场版 墨东署最大危机,,1999年4月24日 , 藤島康介 、 中嶋敦子 、,7.2,71人
1561,摩登原始人,166话 , 1960-09-30 ,,7.1,54人
1562,漂流武士 OAD,1话 , 2016年6月6日 , 平野耕太 、,7.2,189人
1563,海底总动员,1话 , 2003-07-30(中国大陆) , 2003-05-30(美国) 、 2012-09-14(美国3D) 、 李·昂克里奇 、,7.2,700人
1564,我叫MT 第四季,10话 , 2011-01-19 , 核桃 、 魔兽世界 、,7.2,211人
1565,机械女神J,25话 , 1996年10月1日 , 下田正美 、 あかほりさとる 、 島村秀一 、,7.2,61人
1566,中二病也要谈恋爱！Lite,6话 , 2012年9月27日 ,,7.2,2340人
1567,宇宙战舰大和号2202 爱的战士们 第二章,,2017年6月24日 , 羽原信義 、 西崎義展 、 結城信輝 、,7.2,56人
1568,迷域行者,12话 , 2018年2月3日 , 孙猛 、 七月初七&廿一 、 孙猛 、,7.1,54人
1569,神薙,14话 , 2008年10月4日 , 山本寛 、 武梨えり 、 三間カケル 、,7.2,2431人
1570,永久家族,53话 , 1997年4月 , 森本晃司 、 森本晃司 、,7.2,102人
1571,疯狂原始人,1话 , 2013年3月22日 , 柯克·德·米科 、 克里斯·桑德斯 、,7.2,424人
1572,大雄的秘密道具博物館,,2013年3月9日 ,,7.2,193人
1573,魔卡少女樱 透明牌篇,22话 , 2018年1月7日 , 浅香守生 、 CLAMP「カードキャプターさくら　クリアカード編」 、,7.2,1252人
1574,为美好的世界献上祝福！ OAD,2话 , 2016年6月24日 ,,7.2,1066人
1575,监狱兔 前传,13话 , 2015年4月10日 , 宮崎あぐり 、,7.2,202人
1576,牙狼 VANISHING LINE,24话 , 2017年10月6日 ,,7.2,275人
1577,纯情房东俏房客,27话 , 2000年4月19日 , 岩崎良明 、 赤松健 、,7.2,702人
1578,海洋奇缘,1话 , 2016年11月23日 , Ron Clements 、 John Musker 、,7.1,122人
1579,写真馆,,2013年11月9日 , なかむらたかし 、,7.2,112人
1580,两个人是光之美少女Max Heart,47话 , 2005年2月6日 ,,7.2,104人
1581,野良神,12话 , 2014年1月5日 ,,7.2,3961人
1582,一人之下 第二季,24话 , 2017年10月27日 , 米二(动漫堂) 、 李诗旼(이시민) 、,7.1,215人
1583,黑执事 幽鬼城杀人事件篇,2话 , 2015年1月28日 ,,7.2,297人
1584,强袭魔女 胜利之箭行动,3话 , 2014年9月20日 , 島田フミカネ & Projekt Kagonish 、,7.1,322人
1585,次强音,2话 , 2000年5月25日 , 梅津泰臣 、 梅津泰臣 、 梅津泰臣 、,7.2,359人
1586,爆炸头武士 剧场版,,2007年10月27日 , 木﨑文智 、,7.2,86人
1587,怪盗Joker,13话 , 2014年10月6日 , たかはしひでやす 、,7.1,121人
1588,最终幻想15 王者之剑,1话 , 2016年7月9日 , 野末武志 、,7.2,498人
1589,犬夜叉 镜中的梦幻城,1话 , 2002年12月21日 ,,7.2,488人
1590,六神合体雷霆王,64话 , 1981年10月2日 , 今沢哲男 、 横山光輝 、 本橋秀之 、,7.1,78人
1591,魔神凯撒,7话 , 2001年9月25日 ,,7.1,66人
1592,剧场版 我们仍未知道那天所看见的花的名字。,1话 , 2013年8月31日 , 長井龍雪 、,7.2,1380人
1593,伪恋,20话 , 2014年1月11日 , 古味直志 、,7.2,3209人
1594,新子与千年魔法,1话 , 2009年11月21日 , 高樹のぶ子（「マイマイ新子」マガジンハウス・新潮文庫刊） 、,7.2,213人
1595,Love Live! 第二季,13话 , 2014年4月6日 ,,7.2,2547人
1596,哆啦A梦：大雄的太阳王传说,,2000年3月11日 ,,7.1,197人
1597,百兽王,52话 , 1981年3月4日 , 八手三郎 、,7.1,72人
1598,剧场版 精灵宝可梦DP：帝牙卢卡VS帕路奇犽VS达克莱伊,,日本：2007-07-14、美国：2008-02-24、台湾：2008-04-04等 , 汤山邦彦 、 田尻智、増田順一、杉森建 、,7.1,332人
1599,怪兽大学,1话 , 2013年6月21日 ,,7.2,386人
1600,翠星之加尔刚蒂亚,15话 , 2013年4月7日 , 村田和也 、 オケアノス 、,7.2,3020人
1601,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,1话 , 1990年10月17日 ,,7.1,91人
1602,白色相簿 下半编章,13话 , 2009年10月2日 , 吉田泰三 、 アクアプラス 、,7.2,913人
1603,鹿枫堂,12话 , 2018年4月10日 , 神谷友美 、 清水ユウ（新潮社「ゴーゴーバンチ」連載） 、 安食圭(安食佳) 、,7.1,155人
1604,血界战线 王者餐厅的王者,1话 , 2016年6月3日 , 松本理恵 、 内藤泰弘 、,7.1,397人
1605,反斗小王子,90话 , 1998年10月5日 ,,7.1,62人
1606,来自虞美人之坡,1话 , 2011年7月16日 , 宮崎吾朗 、,7.1,858人
1607,路人女主的养成方法 ♭,12话 , 2017年4月6日 , 丸戸史明 （ファンタジア文庫／株式会社KADOKAWA） 、,7.1,2394人
1608,Yes! 光之美少女5,49话 , 2007年2月4日 ,,7.1,143人
1609,妖精的尾巴 第二季,102话 , 2014年4月5日 ,,7.1,500人
1610,古城荆棘王,,2010年5月1日 ,,7.1,793人
1611,勿忘蛛,1话 , 2012年3月12日 , 海谷敏久 、 高橋英樹 、,7.2,918人
1612,幻镜诺德琳,1话 , 2017年5月3日 ,,7.1,77人
1613,徒然Children,12话 , 2017年7月4日 , 若林稔弥「週刊少年マガジン」連載／講談社 、,7.2,1452人
1614,南瓜剪刀,24话 , 2006年10月2日 , 岩永亮太郎 、 日下部智津子 、,7.1,111人
1615,凹凸世界,32话 , 2015年11月13日 ,,7.1,95人
1616,足球小将GOAL!,52话 , 2001年10月7日 ,,7.1,140人
